,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,8.116226717861117,0.0,7.975522453309515,0.0,156.61245073331796,0.0,55.781677608089204,0.0,0.0,4.659276581569789,0.46095133404870287,161.82910095946906,0.9195534138070425,0.20782072575016178,2.5348444664552794
1,7.994146357039285,0.0,5.87698542764327,0.0,153.44464407589746,0.0,65.32032279825623,0.0,0.0,5.6075190507818045,0.7243876079379721,162.25268817127147,1.4135482342762986,0.16604288658671948,4.647666538121189
2,7.5293075207262214,0.0,7.019428093240715,0.0,155.08333334506756,0.0,71.56312475719484,0.0,0.0,5.170285850542092,0.8029173276390805,164.01535931046524,1.3381558660821897,0.15239629601155893,2.94808895239091
3,7.849981753383223,0.0,12.287837474693845,0.0,155.38692555915512,0.0,62.77062631420083,0.0,0.0,5.356931912627036,0.8553077032507796,162.25268817127147,1.4841316457266565,0.17453900569092104,23.185055505054503
4,8.653076377102305,0.0,13.831024414978566,0.0,155.74812133345537,0.0,65.17752435571728,0.0,0.3849261727053865,9.4505389570781,2.6406760507528784,160.98792229095326,0.02737600656336282,0.11036264264661812,2.158763228634102
5,8.589990404474731,0.0,9.862518376813549,0.0,151.37142692546888,0.0,45.75298989205795,0.0,0.0,4.523179700927681,0.37808506393640634,161.82910095946906,0.23940677640976618,0.17556687820014485,2.190772615650622
6,4.917575814172046,0.0,10.598557050332152,0.0,154.83050366730097,0.0,50.205433000506275,0.0,0.0,5.166784273682707,0.6468601835858214,161.82910095946906,0.36395610212733204,0.2182004514702199,3.4247092035318567
7,5.336097933506814,0.0,9.283728243889948,0.0,155.045731995595,0.0,58.1387572173446,0.0,0.0,5.361118132699985,0.6638151016923919,161.82910095946906,0.3740911881225024,0.23411165856087898,3.5450334344592562
8,4.663640515680028,0.0,8.841033541748246,0.0,157.27416751459177,0.0,55.27106240316849,0.0,0.0,5.186981688408267,0.7163567460831519,164.11439272838354,0.46241932972617067,0.22455353160761407,4.048688999088607
9,5.7031677863584695,0.0,14.196885589124108,0.0,155.03261355297272,0.0,64.64526680640527,0.0,0.0,4.62594235648606,0.3861654760675152,161.82910095946906,0.38017382856310644,0.16657659188832596,2.5256590841826525
10,5.910397471492396,0.0,12.596368551549896,0.0,156.44490769124977,0.0,63.84500470286261,0.0,0.0,5.166678446094537,0.4865649957244504,162.25286015733656,0.8963227344647183,0.03461745610887057,2.534845653737412
11,5.892609643841621,0.0,12.67016967399372,0.0,156.63809536117336,0.0,61.34305853456174,0.0,0.010881450645631513,4.672661617819476,0.5088979735155101,0.0,0.7814852499039263,0.06747937670288075,2.256567571907287
