X,Y
0.0,0.044116422636623985
0.04487936,0.044275290160695854
0.092804352,0.044024037715756144
0.185541632,0.04328389827762982
0.23341312,0.04328123120851171
0.329155328,0.04349589942075269
0.376991232,0.0433529070383616
0.47373516800000004,0.04236115384855826
0.518614784,0.04154208969653249
0.6144104960000001,0.041366516184492656
0.663147264,0.04131425480778697
0.755184128,0.04131333785833646
0.80306944,0.04102000650695508
0.893544192,0.04095250129715176
0.94019456,0.04062623895801328
1.033017088,0.04038773185032204
1.1267980800000001,0.03983206744023419
1.1746391040000002,0.039947441233018896
1.2695943680000001,0.04019460780369247
1.317466368,0.04027000310429561
1.4128711680000001,0.0404394770183413
1.457451008,0.04063372966272716
1.5488396800000002,0.04059928200315242
1.5962718720000002,0.04021899085780193
1.6868981760000001,0.04001331568809891
1.735196672,0.03944068284419782
1.8276193280000002,0.03802039716638367
1.91997952,0.03721906203616281
1.970879744,0.034812103154670884
2.06080256,0.03479440312229268
2.107548672,0.03455034305967002
2.202381312,0.03449849410078968
2.249067776,0.03486057834953536
2.3436119040000003,0.035020843037176036
2.38957056,0.03539803817520875
2.481535232,0.035133899876908625
2.5295173120000003,0.03465222671013853
2.622300928,0.038815998845964726
2.6701265920000004,0.03384351196673807
2.762078464,0.023253670153481357
2.854443776,0.034759883665336985
2.9051389440000004,0.03365728366242177
2.995464192,0.026584712908591275
3.0418073600000004,0.1609923018956754
3.13510912,0.16157351901674882
3.181126656,0.041756464229317065
3.2778931200000003,0.1789698012685042
3.3231114240000004,0.1569526876937158
3.419152384,0.1831514911650359
3.46553856,0.19385797038064692
3.5556469760000002,0.04865047825388632
3.6534128640000003,0.05825894404311665
3.696285952,0.047197847531386374
3.7890695680000004,0.27886097680360594
3.8379107840000004,0.26575570141848864
3.932299008,0.23400558887377743
3.978173952,0.21207772716993004
4.072014848,0.2049345407903605
4.118499584,0.3100872120746736
4.2126871040000005,0.3846399513338801
4.256993024000001,0.35530222542572465
4.351081216,0.3425138279944622
4.397901824,0.23220882001859516
4.489048576,0.14452966980698156
4.585232384,0.13931863725712693
4.62911232,0.15954930264177328
4.721548544,0.16626951205526125
4.770031872000001,0.15423169068216783
4.861722112000001,0.16432357047963153
4.908609792,0.018371145382927848
5.002352384,0.06752701587805664
5.049527808000001,0.05612154948790293
5.144476672000001,0.045991733753511135
5.189657088000001,0.057041332062020174
5.284590848000001,0.06627311693434572
5.376099072000001,0.2090834524408302
5.423932160000001,0.2674689938780405
5.51577856,0.15866835098600485
5.5624855040000005,0.21880635993598416
5.65629568,0.30898406127061023
5.7054126080000005,0.21154386419288163
5.798276608,0.1551098431972378
5.845783808,0.028238252468365446
5.938552832,0.01783703981580641
5.986344704,0.03100132479500448
6.07929088,0.020743493811313237
6.124293376000001,0.01918029105250514
6.219015424,0.019924479137698004
6.310472192000001,0.01998136728963213
6.356652544,0.020732158034751605
6.451500032,0.019334483901504444
6.498373376,0.02933197489258927
6.592512512000001,0.029251442129370538
6.642205952,0.03809401131418227
6.732834304000001,0.027079460244965284
6.78026368,0.03348934049698187
6.873263872000001,0.017412890441740523
6.920994816,0.030589543737014408
7.018166784000001,0.033189082011566895
7.0618022400000005,0.03442878839783075
7.155686912,0.0343704652662411
7.2045890560000005,0.01869124279493346
7.295628032000001,0.017399984064407785
7.390374144000001,0.017815352022847435
7.434405888000001,0.031908803802005614
7.527839488000001,0.019904335546233276
7.5775726080000005,0.03101730251843224
