,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,0.06993006993006994,-0.4965034965034965,0.5594405594405595,0.5944055944055944,,,,0.5106788874451168,-0.0979020979020979,0.04195804195804196,0.40559440559440557,,0.16783216783216784,,-0.3146853146853147,-0.3356643356643357,,-0.4195804195804196,,0.16783216783216784,0.507054826946879,,0.6573426573426573
1,0.06993006993006994,1.0,0.34965034965034963,0.2937062937062937,0.1958041958041958,,,,0.02687783618132194,0.23076923076923078,0.1048951048951049,0.2867132867132867,,0.4755244755244755,,-0.13986013986013987,0.5524475524475524,,0.14685314685314685,,0.7622377622377622,0.45071540173055913,,0.14685314685314685
2,-0.4965034965034965,0.34965034965034963,1.0,-0.006993006993006993,-0.4405594405594406,,,,-0.3924164082473003,-0.06993006993006994,-0.3706293706293706,-0.08391608391608392,,-0.24475524475524477,,0.43356643356643354,0.48951048951048953,,0.1958041958041958,,0.09090909090909091,-0.23240012901731955,,-0.6223776223776224
3,0.5594405594405595,0.2937062937062937,-0.006993006993006993,1.0,0.16083916083916083,,,,0.14514031537913846,-0.5244755244755245,-0.48951048951048953,0.7412587412587412,,-0.16083916083916083,,-0.32167832167832167,-0.23776223776223776,,-0.7482517482517482,,0.2937062937062937,0.23944255716935953,,0.5874125874125874
4,0.5944055944055944,0.1958041958041958,-0.4405594405594406,0.16083916083916083,1.0,,,,0.6504436355879909,0.1958041958041958,0.4825174825174825,0.055944055944055944,,0.45454545454545453,,-0.18181818181818182,-0.0979020979020979,,0.013986013986013986,,0.21678321678321677,0.6972003870519586,,0.4405594405594406
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,
8,0.5106788874451168,0.02687783618132194,-0.3924164082473003,0.14514031537913846,0.6504436355879909,,,,1.0,0.5214300219176456,0.6504436355879909,-0.0913846430164946,,0.6504436355879909,,-0.2203982566868399,-0.5106788874451168,,0.14514031537913846,,-0.24190052563189746,0.6442133524261293,,0.333285168648392
9,-0.0979020979020979,0.23076923076923078,-0.06993006993006994,-0.5244755244755245,0.1958041958041958,,,,0.5214300219176456,1.0,0.8041958041958042,-0.5664335664335665,,0.7762237762237763,,-0.11188811188811189,0.07692307692307693,,0.8041958041958042,,-0.17482517482517482,0.3028244105377194,,-0.23776223776223776
10,0.04195804195804196,0.1048951048951049,-0.3706293706293706,-0.48951048951048953,0.4825174825174825,,,,0.6504436355879909,0.8041958041958042,1.0,-0.36363636363636365,,0.6993006993006993,,-0.13986013986013987,-0.18181818181818182,,0.5244755244755245,,-0.1888111888111888,0.3380365512979193,,-0.11188811188811189
11,0.40559440559440557,0.2867132867132867,-0.08391608391608392,0.7412587412587412,0.055944055944055944,,,,-0.0913846430164946,-0.5664335664335665,-0.36363636363636365,1.0,,-0.27972027972027974,,-0.027972027972027972,-0.25874125874125875,,-0.6783216783216783,,0.34265734265734266,-0.014084856304079973,,0.4195804195804196
12,,,,,,,,,,,,,,,,,,,,,,,,
13,0.16783216783216784,0.4755244755244755,-0.24475524475524477,-0.16083916083916083,0.45454545454545453,,,,0.6504436355879909,0.7762237762237763,0.6993006993006993,-0.27972027972027974,,1.0,,-0.34965034965034963,0.055944055944055944,,0.5244755244755245,,0.2517482517482518,0.7746670967243985,,0.32167832167832167
14,,,,,,,,,,,,,,,,,,,,,,,,
15,-0.3146853146853147,-0.13986013986013987,0.43356643356643354,-0.32167832167832167,-0.18181818181818182,,,,-0.2203982566868399,-0.11188811188811189,-0.13986013986013987,-0.027972027972027972,,-0.34965034965034963,,1.0,0.2097902097902098,,0.36363636363636365,,-0.1258741258741259,-0.32395169499383936,,-0.4825174825174825
16,-0.3356643356643357,0.5524475524475524,0.48951048951048953,-0.23776223776223776,-0.0979020979020979,,,,-0.5106788874451168,0.07692307692307693,-0.18181818181818182,-0.25874125874125875,,0.055944055944055944,,0.2097902097902098,1.0,,0.4125874125874126,,0.6643356643356644,0.06338185336835987,,-0.2097902097902098
17,,,,,,,,,,,,,,,,,,,,,,,,
18,-0.4195804195804196,0.14685314685314685,0.1958041958041958,-0.7482517482517482,0.013986013986013986,,,,0.14514031537913846,0.8041958041958042,0.5244755244755245,-0.6783216783216783,,0.5244755244755245,,0.36363636363636365,0.4125874125874126,,1.0,,-0.07692307692307693,0.11972127858467976,,-0.43356643356643354
19,,,,,,,,,,,,,,,,,,,,,,,,
20,0.16783216783216784,0.7622377622377622,0.09090909090909091,0.2937062937062937,0.21678321678321677,,,,-0.24190052563189746,-0.17482517482517482,-0.1888111888111888,0.34265734265734266,,0.2517482517482518,,-0.1258741258741259,0.6643356643356644,,-0.07692307692307693,,1.0,0.48592754249075903,,0.46153846153846156
21,0.507054826946879,0.45071540173055913,-0.23240012901731955,0.23944255716935953,0.6972003870519586,,,,0.6442133524261293,0.3028244105377194,0.3380365512979193,-0.014084856304079973,,0.7746670967243985,,-0.32395169499383936,0.06338185336835987,,0.11972127858467976,,0.48592754249075903,1.0,,0.6408609618356388
22,,,,,,,,,,,,,,,,,,,,,,,,
23,0.6573426573426573,0.14685314685314685,-0.6223776223776224,0.5874125874125874,0.4405594405594406,,,,0.333285168648392,-0.23776223776223776,-0.11188811188811189,0.4195804195804196,,0.32167832167832167,,-0.4825174825174825,-0.2097902097902098,,-0.43356643356643354,,0.46153846153846156,0.6408609618356388,,1.0
