,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,0.13286713286713286,-0.2937062937062937,0.46853146853146854,0.5664335664335665,-0.393041832067032,,,,-0.013986013986013986,-0.1888111888111888,-0.20279720279720279,0.131013944022344,0.45454545454545453,,-0.46153846153846156,-0.3916083916083916,0.02687783618132194,0.14685314685314685,,-0.5454545454545454,0.08391608391608392,,-0.3916083916083916
1,0.13286713286713286,1.0,0.04895104895104895,0.5804195804195804,-0.06293706293706294,0.48038446141526137,,,,0.04195804195804196,-0.5034965034965035,0.40559440559440557,0.131013944022344,-0.0979020979020979,,0.006993006993006993,0.013986013986013986,-0.5698101270440251,-0.34965034965034963,,0.0,-0.006993006993006993,,0.04195804195804196
2,-0.2937062937062937,0.04895104895104895,1.0,0.07692307692307693,0.06293706293706294,-0.04367131467411467,,,,-0.3006993006993007,0.4405594405594406,0.6923076923076923,-0.21835657337057335,-0.25874125874125875,,0.4755244755244755,0.17482517482517482,-0.37091413930224276,0.26573426573426573,,0.42657342657342656,-0.22377622377622378,,0.38461538461538464
3,0.46853146853146854,0.5804195804195804,0.07692307692307693,1.0,0.23776223776223776,-0.131013944022344,,,,0.013986013986013986,-0.3146853146853147,0.4755244755244755,0.04367131467411467,-0.13986013986013987,,-0.25874125874125875,-0.2097902097902098,-0.08063350854396582,-0.1958041958041958,,-0.027972027972027972,-0.0979020979020979,,0.04195804195804196
4,0.5664335664335665,-0.06293706293706294,0.06293706293706294,0.23776223776223776,1.0,-0.48038446141526137,,,,-0.27972027972027974,0.2937062937062937,0.06293706293706294,0.3056992027188027,0.055944055944055944,,-0.04895104895104895,0.013986013986013986,-0.12363804643408093,0.2867132867132867,,-0.1258741258741259,-0.09090909090909091,,-0.11188811188811189
5,-0.393041832067032,0.48038446141526137,-0.04367131467411467,-0.131013944022344,-0.48038446141526137,1.0,,,,-0.131013944022344,-0.393041832067032,-0.04367131467411467,-0.09090909090909091,-0.21835657337057335,,0.04367131467411467,0.21835657337057335,-0.13428162652290843,0.04367131467411467,,0.131013944022344,-0.3056992027188027,,0.21835657337057335
6,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
9,-0.013986013986013986,0.04195804195804196,-0.3006993006993007,0.013986013986013986,-0.27972027972027974,-0.131013944022344,,,,1.0,0.23076923076923078,-0.3356643356643357,0.04367131467411467,0.6153846153846154,,-0.13986013986013987,0.13986013986013987,0.4407965133736798,0.006993006993006993,,0.18181818181818182,0.7132867132867133,,0.3006993006993007
